,train,val,test
621,TCGA-A8-A09X-01,,
622,TCGA-EW-A1P8-01,,
623,TCGA-E2-A15R-01,,
624,TCGA-D8-A1XQ-01,,
625,TCGA-A2-A25D-01,,
626,TCGA-EW-A6SD-01,,
627,TCGA-A8-A09W-01,,
628,TCGA-AO-A12F-01,,
629,TCGA-E9-A22G-01,,
630,TCGA-EW-A1P4-01,,
631,TCGA-E2-A15M-01,,
632,TCGA-D8-A13Z-01,,
633,TCGA-E2-A15A-01,,
634,TCGA-E2-A9RU-01,,
635,TCGA-D8-A1JP-01,,
636,TCGA-AC-A6IX-01,,
637,TCGA-A8-A075-01,,
638,TCGA-E2-A1AZ-01,,
639,TCGA-C8-A1HN-01,,
640,TCGA-C8-A26V-01,,
641,TCGA-BH-A0HY-01,,
642,TCGA-EW-A1J6-01,,
643,TCGA-B6-A0RG-01,,
644,TCGA-A8-A079-01,,
645,TCGA-AN-A0XW-01,,
646,TCGA-AO-A0JE-01,,
647,TCGA-3C-AALJ-01,,
648,TCGA-BH-A1EV-01,,
649,TCGA-BH-A0DH-01,,
650,TCGA-BH-A0BR-01,,
651,TCGA-GM-A2DH-01,,
652,TCGA-A8-A08R-01,,
653,TCGA-A8-A09M-01,,
654,TCGA-E9-A22E-01,,
655,TCGA-C8-A12K-01,,
656,TCGA-A2-A0EV-01,,
657,TCGA-LL-A5YP-01,,
658,TCGA-D8-A1XF-01,,
659,TCGA-A7-A6VX-01,,
660,TCGA-AC-A6IW-01,,
661,TCGA-BH-A1EN-01,,
662,TCGA-AR-A0TW-01,,
663,TCGA-BH-A0E2-01,,
664,TCGA-C8-A130-01,,
665,TCGA-A2-A0T0-01,,
666,TCGA-E2-A10C-01,,
667,TCGA-A8-A094-01,,
668,TCGA-AR-A0U2-01,,
669,TCGA-E2-A1IE-01,,
670,TCGA-D8-A1XZ-01,,
671,TCGA-A8-A09N-01,,
672,TCGA-OL-A6VO-01,,
673,TCGA-BH-A0AU-01,,
674,TCGA-A8-A09D-01,,
675,TCGA-AO-A0J3-01,,
676,TCGA-D8-A1X9-01,,
677,TCGA-3C-AALJ-01,,
678,TCGA-E9-A1RH-01,,
679,TCGA-A7-A0DA-01,,
680,TCGA-LL-A73Z-01,,
681,TCGA-A2-A4S3-01,,
682,TCGA-B6-A0I9-01,,
683,TCGA-AN-A0AL-01,,
684,TCGA-A2-A0T7-01,,
685,TCGA-A1-A0SF-01,,
686,TCGA-E9-A22A-01,,
687,TCGA-S3-AA17-01,,
688,TCGA-D8-A1JD-01,,
689,TCGA-AN-A0XN-01,,
690,TCGA-D8-A1JD-01,,
691,TCGA-BH-A209-01,,
692,TCGA-3C-AALI-01,,
693,TCGA-BH-A0B9-01,,
694,TCGA-A8-A08O-01,,
695,TCGA-AC-A62X-01,,
696,TCGA-GM-A3XL-01,,
697,TCGA-E2-A573-01,,
698,TCGA-AR-A0TV-01,,
699,TCGA-D8-A1Y3-01,,
700,TCGA-BH-A1FN-01,,
701,TCGA-A8-A06U-01,,
702,TCGA-D8-A1XL-01,,
703,TCGA-A8-A06T-01,,
704,TCGA-AN-A0FV-01,,
705,TCGA-D8-A1XZ-01,,
706,TCGA-D8-A1XU-01,,
707,TCGA-AR-A1AU-01,,
708,TCGA-D8-A1XY-01,,
709,TCGA-AN-A0XT-01,,
710,TCGA-UU-A93S-01,,
711,TCGA-C8-A12L-01,,
712,TCGA-UL-AAZ6-01,,
713,TCGA-E2-A14R-01,,
714,TCGA-EW-A1PH-01,,
715,TCGA-A2-A1FW-01,,
716,TCGA-BH-A1F2-01,,
717,TCGA-C8-A12W-01,,
718,TCGA-C8-A278-01,,
719,TCGA-BH-A18V-01,,
720,TCGA-AC-A2BK-01,,
721,TCGA-BH-A0C0-01,,
722,TCGA-AC-A2BM-01,,
723,TCGA-BH-A1FM-01,,
724,TCGA-A7-A6VX-01,,
725,TCGA-AN-A0FZ-01,,
726,TCGA-D8-A1JG-01,,
727,TCGA-E9-A1RG-01,,
728,TCGA-AR-A251-01,,
729,TCGA-A7-A13E-01,,
730,TCGA-A8-A08L-01,,
731,TCGA-A8-A07P-01,,
732,TCGA-A8-A07G-01,,
733,TCGA-E9-A1RB-01,,
734,TCGA-AR-A0TS-01,,
