,train,val,test
621,TCGA-A2-A0CW-01,,
622,TCGA-EW-A1P8-01,,
623,TCGA-E2-A15R-01,,
624,TCGA-D8-A1XQ-01,,
625,TCGA-C8-A12Z-01,,
626,TCGA-E2-A56Z-01,,
627,TCGA-AO-A12F-01,,
628,TCGA-E9-A22G-01,,
629,TCGA-EW-A1P4-01,,
630,TCGA-E2-A15M-01,,
631,TCGA-D8-A13Z-01,,
632,TCGA-D8-A1Y3-01,,
633,TCGA-E2-A15A-01,,
634,TCGA-E2-A1IO-01,,
635,TCGA-C8-A26X-01,,
636,TCGA-D8-A1JP-01,,
637,TCGA-AC-A6IX-01,,
638,TCGA-A8-A075-01,,
639,TCGA-C8-A12O-01,,
640,TCGA-E2-A1AZ-01,,
641,TCGA-C8-A1HN-01,,
642,TCGA-C8-A26V-01,,
643,TCGA-BH-A0HY-01,,
644,TCGA-EW-A1J6-01,,
645,TCGA-B6-A0RG-01,,
646,TCGA-A2-A0D0-01,,
647,TCGA-AN-A0XW-01,,
648,TCGA-AO-A0JE-01,,
649,TCGA-BH-A1EV-01,,
650,TCGA-BH-A0DH-01,,
651,TCGA-BH-A0BR-01,,
652,TCGA-GM-A2DH-01,,
653,TCGA-A8-A08R-01,,
654,TCGA-A8-A09M-01,,
655,TCGA-E9-A22E-01,,
656,TCGA-C8-A12K-01,,
657,TCGA-A2-A0EV-01,,
658,TCGA-LL-A5YP-01,,
659,TCGA-A7-A6VX-01,,
660,TCGA-AC-A6IW-01,,
661,TCGA-BH-A1EN-01,,
662,TCGA-AR-A0TW-01,,
663,TCGA-BH-A0E2-01,,
664,TCGA-C8-A8HP-01,,
665,TCGA-C8-A130-01,,
666,TCGA-EW-A1OZ-01,,
667,TCGA-B6-A0RS-01,,
668,TCGA-E2-A10C-01,,
669,TCGA-AR-A0U2-01,,
670,TCGA-D8-A1XL-01,,
671,TCGA-D8-A1XZ-01,,
672,TCGA-A2-A04W-01,,
673,TCGA-A8-A09N-01,,
674,TCGA-OL-A6VO-01,,
675,TCGA-BH-A0AU-01,,
676,TCGA-A8-A07W-01,,
677,TCGA-AO-A0J3-01,,
678,TCGA-D8-A1X9-01,,
679,TCGA-E9-A1RH-01,,
680,TCGA-A7-A0DA-01,,
681,TCGA-LL-A73Z-01,,
682,TCGA-B6-A0I9-01,,
683,TCGA-AN-A0AL-01,,
684,TCGA-A2-A0T7-01,,
685,TCGA-BH-A0DZ-01,,
686,TCGA-A1-A0SF-01,,
687,TCGA-E9-A22A-01,,
688,TCGA-S3-AA17-01,,
689,TCGA-D8-A1JD-01,,
690,TCGA-D8-A1JD-01,,
691,TCGA-BH-A209-01,,
692,TCGA-A8-A07I-01,,
693,TCGA-C8-A1HK-01,,
694,TCGA-BH-A0B9-01,,
695,TCGA-A8-A08O-01,,
696,TCGA-AC-A62X-01,,
697,TCGA-E2-A573-01,,
698,TCGA-AR-A0TV-01,,
699,TCGA-D8-A1Y3-01,,
700,TCGA-A8-A06U-01,,
701,TCGA-E2-A14V-01,,
702,TCGA-A8-A06T-01,,
703,TCGA-D8-A1XZ-01,,
704,TCGA-D8-A1XU-01,,
705,TCGA-C8-A135-01,,
706,TCGA-C8-A27A-01,,
707,TCGA-AR-A1AU-01,,
708,TCGA-D8-A1XY-01,,
709,TCGA-AN-A0XT-01,,
710,TCGA-C8-A12L-01,,
711,TCGA-UL-AAZ6-01,,
712,TCGA-E2-A14R-01,,
713,TCGA-BH-A1FE-01,,
714,TCGA-BH-A1F2-01,,
715,TCGA-C8-A12W-01,,
716,TCGA-BH-A18V-01,,
717,TCGA-A8-A08G-01,,
718,TCGA-AC-A2BK-01,,
719,TCGA-BH-A0C0-01,,
720,TCGA-AC-A2BM-01,,
721,TCGA-BH-A1FM-01,,
722,TCGA-A7-A6VX-01,,
723,TCGA-AN-A0FZ-01,,
724,TCGA-D8-A1JG-01,,
725,TCGA-E9-A1RG-01,,
726,TCGA-A7-A13D-01,,
727,TCGA-A2-A4S1-01,,
728,TCGA-AR-A251-01,,
729,TCGA-D8-A1XW-01,,
730,TCGA-A7-A13E-01,,
731,TCGA-A8-A08L-01,,
732,TCGA-A8-A07G-01,,
733,TCGA-E9-A1RB-01,,
734,TCGA-AR-A0TS-01,,
